date,l1_category,l1_category_id,l2_category,l2_category_id,store_id,variant_id,variant_name,group_id,selling_price,mrp,in_stock,inventory,is_sponsored,image_url,brand_id,brand
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,19266,"Haldiram's Bhujia",1910541,120,120,1,32,0,https://cdn.grofers.com/app/images/products/sliding_image/19266a.jpg?ts=1688625382,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,11142,"Haldiram's Fatafat Bhelpuri",1914092,40,40,1,38,0,https://cdn.grofers.com/app/images/products/sliding_image/11142a.jpg?ts=1688472268,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,19297,"Haldiram's Navratan Mixture Namkeen",1911693,100,100,1,9,0,https://cdn.grofers.com/da/cms-assets/cms/product/94ff0242-8a88-494b-bcbc-9b423796b7c1.jpg?ts=1731663946,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,19274,"Haldiram's Bhelpuri / Bhelpuri",1914143,55,55,1,20,0,https://cdn.grofers.com/app/images/products/sliding_image/19274a.jpg?ts=1688625383,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,446887,"Bikano All Time Mixture Namkeen",464926,69,70,1,9,0,https://cdn.grofers.com/da/cms-assets/cms/product/7d599893-8b2c-4282-865d-8d2dc33f09cc.jpg?ts=1741078025,Bikano,Bikano
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,17148,"Haldiram's Aloo Bhujia",1910352,110,110,1,17,0,https://cdn.grofers.com/da/cms-assets/cms/product/de567301-b3e2-42ef-b4cc-f2b40ab0860b.jpg?ts=1730789190,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,11187,"Haldiram's Kaju Mixture Namkeen",1913638,95,95,1,13,0,https://cdn.grofers.com/app/images/products/sliding_image/11187a.jpg?ts=1688472268,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,446889,"Bikano Bikaneri Bhujia",536038,59,60,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/8f61b511-76c6-43a5-ac1d-6fc487c660cf.jpg?ts=1736785728,Bikano,Bikano
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,17707,"Haldiram's Panchratan Mixture Namkeen",1913241,100,100,1,16,0,https://cdn.grofers.com/app/images/products/sliding_image/17707a.jpg?ts=1687948392,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,17706,"Haldiram's Nimbu Masala Namkeen",1914656,55,55,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/e8b135b3-a0cf-40bc-a4bb-c493a1643796.jpg?ts=1731047466,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,19295,"Haldiram's Moong Dal Namkeen",1911617,120,120,1,9,0,https://cdn.grofers.com/app/images/products/sliding_image/19295a.jpg?ts=1688625383,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,19263,"Haldiram's Shahi Dal Biji Mixture Namkeen",1913912,60,60,1,19,0,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/43038421-7aa5-440e-8998-04a7b8aa805a.jpg?ts=1708406513,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,41389,"Haldiram's Long Sev Bhujia",1914326,55,55,1,13,0,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/d678a7b0-ff7a-4ee5-839f-f4c909414883.jpg?ts=1708592055,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,19264,"Haldiram's All In One Mixture Namkeen",1915813,115,115,1,5,0,https://cdn.grofers.com/app/images/products/sliding_image/19264a.jpg?ts=1688626540,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Bhujia & Mixtures,1178,30320,490550,"Crax Aloo Bhujia Namkeen Snacks",2148114,50,50,1,19,0,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/813d675b-0629-4d8c-bc47-9ffd48a36d79.jpg?ts=1708330363,Crax,Crax
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,617464,"Crax Namkeen Snacks Party Combo",2151204,72,90,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/549b335b-f87b-48a1-b73f-76d8d0d7e852.jpg,Crax,Crax
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,496308,"Open Secret Cookies, Brownie & Dry Fruits Gift Pack",1490480,329,350,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/e468ef7b-6194-448b-a3f8-dbbab26f86d8.jpg?ts=1751471030,Open Secret,Open Secret
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,495576,"4700BC Nutty Tuxedo Chocolate Popcorn Gift Pack",1175680,499,499,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/de543f1f-cb33-4ecd-b20c-b567e63641fc.jpg?ts=1729241386,4700BC,4700BC
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,680953,"Omay Foods Foods Rakhi Gift Pack with Rakhi & Roli-Chawal",2181486,750,750,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d7bf4dd9c226414bb7e2bbc749e62362.jpeg,Omay Foods,Omay Foods
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,534300,"Desi Ghee Dryfruit Besan Laddu by Unibic Swaadesi",774246,101,230,1,4,0,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/49c25938-e67d-41b2-b857-a6dde6465067.jpg?ts=1724930601,Unibic Swaadesi,Unibic Swaadesi
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,424025,"4700BC Nutty Tuxedo Chocolate Popcorn",482030,250,250,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/880bd059-d19d-4f51-b885-1710679aed90.jpg?ts=1729262569,4700BC,4700BC
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,480400,"4700BC Himalayan Salt Caramel Popcorn",598505,225,225,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/cba5f2bb-dc77-4757-a2b4-498e4bc07713.jpg?ts=1729241379,4700BC,4700BC
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,655939,"Snackible Rakhi Gift Pack - Pack of 2",2066538,579,798,0,0,0,https://cdn.grofers.com/da/cms-assets/cms/product/ede70948-e541-47c2-b46c-d4a390ac6a72.jpg?ts=1745833116,Snackible,Snackible
2025-07-21,Munchies,1237,Munchies Gift Packs,1694,30320,633249,"Beyond Snack Kerala Banana Chips",2173134,80,80,0,0,0,https://cdn.grofers.com/da/cms-assets/cms/product/49a34af6-c6f0-4f66-81c6-de20fd08cb0e.jpg?ts=1747394627,Beyond Snack,Beyond Snack
2025-07-21,Munchies,1237,Namkeen Snacks,29,30320,676118,"Crax Zero Classic Salted Peanuts",2142278,80,100,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/a16ddafe-fd0a-49ed-a872-ef17b31e98e1.png,Crax,Crax
2025-07-21,Munchies,1237,Namkeen Snacks,29,30320,605,"Haldiram's Classic Salted Peanuts",1913618,55,55,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/355563a7-3a0c-477e-8e41-1f0df08ecbba.png,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Namkeen Snacks,29,30320,19281,"Haldiram's Gupshup Peanuts",1915547,56,56,1,45,0,https://cdn.grofers.com/da/cms-assets/cms/product/264e51e2-e3ce-4a05-a3c3-8009ccfbc1bd.png,Haldiram's,Haldiram's
2025-07-21,Munchies,1237,Namkeen Snacks,29,30320,11143,"Haldiram's Gathiya",1913082,55,55,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/498e9c42-49ff-43ed-8359-7ab98a245b38.png,Haldiram's,Haldiram's
